Station name,Station number,Long/lat coordinates,Site,Measuring program name,Date/Time (sampling) ,Depth,Sample number,Total Depth / DTB,Quality code,Chlorophyll / CHLA,Quality code,Secchi Depth / SECCHI,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Water Temperature / TEMP,Quality code,Total Phosphorus / TP,Quality code,Total Phosphorus - micrograms per liter / TP_ugL,Quality code,Total Nitrogen - Reported / TN,Quality code,Carlson Trophic Index - Total Phosphorus based / CTI_TP,Quality code,Carlson Trophic Index - Chlorophyll a based / CTI_CHLA,Quality code,Carlson Trophic Index - Secchi Depth Based / CTI_SD,Quality code,Alkalinity / ALK,Quality code,pH / PH,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Oxidation Reduction Potential / ORP,Quality code,pH / PH,Quality code,Phaeophytin / PHAEO,Quality code,Qualitative Wind Description / WIND,Quality code,Salinity / SAL,Quality code,Salinity / SAL,Quality code,Specific Conductivity / COND,Quality code,Total Dissolved Solids / TDS,Quality code,Total Pigments / TOTAL_PIGMENTS,Quality code,Water Temperature / TEMP,Quality code
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,2,,,,,,,,8.58,SMAST Pond,25.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,3,,,,1.41,SMAST Pond,,,8.6,SMAST Pond,25.4,SMAST Pond,0.57,SMAST Pond,17.54,SMAST Pond,34.91,SMAST Pond,0,,33.98,,,,9,SMAST Pond,6.16,SMAST Pond,,,,,,,,,,,1.16,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,4,,,,,,,,8.49,SMAST Pond,25.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,5,,,,,,,,7.95,SMAST Pond,25.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,6,,,,,,,,8.3,SMAST Pond,20.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,7,,,,,,,,5.15,SMAST Pond,17,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,8,,,,,,,,0.45,SMAST Pond,14.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,9,,,,11.1,SMAST Pond,,,0.2,SMAST Pond,13.5,SMAST Pond,0.81,SMAST Pond,25.12,SMAST Pond,45.72,SMAST Pond,50.64,,54.21,,,,10.8,SMAST Pond,6.39,SMAST Pond,,,,,,,,,,,0.72,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,10,,,,,,,,0.15,SMAST Pond,11.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,11,,,,,,,,0.13,SMAST Pond,10.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,8/18/10 0:00,12,,,,,,,,0.11,SMAST Pond,10.4,SMAST Pond,0.64,SMAST Pond,19.68,SMAST Pond,52.3,SMAST Pond,47.12,,,,,,15,SMAST Pond,6.51,SMAST Pond,,,,,,,,,,,85.83,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,0.5,,10.96,SMAST Pond,1.9,SMAST Pond,3.43,SMAST Pond,8.52,SMAST Pond,23.5,SMAST Pond,0.19,SMAST Pond,5.88,SMAST Pond,29.98,SMAST Pond,29.7,,36.9,,42.26,,9.4,SMAST Pond,6.98,SMAST Pond,,,,,,,,,,,0.36,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,1,,,,,,,,8.55,SMAST Pond,23.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,2,,,,,,,,8.61,SMAST Pond,23.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,3,,,,1.67,SMAST Pond,,,8.54,SMAST Pond,22.9,SMAST Pond,0.25,SMAST Pond,7.74,SMAST Pond,35.64,SMAST Pond,33.66,,35.63,,,,9.5,SMAST Pond,9.97,SMAST Pond,,,,,,,,,,,0.85,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,4,,,,,,,,8.2,SMAST Pond,22.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,5,,,,,,,,8.07,SMAST Pond,22.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,6,,,,,,,,7.1,SMAST Pond,21.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,7,,,,,,,,3.91,SMAST Pond,20.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,8,,,,,,,,0.64,SMAST Pond,18.4,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,9,,,,9.3,SMAST Pond,,,0.35,SMAST Pond,15.8,SMAST Pond,0.58,SMAST Pond,17.96,SMAST Pond,37.21,SMAST Pond,45.8,,52.48,,,,12.6,SMAST Pond,6.52,SMAST Pond,,,,,,,,,,,2.11,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,9.96,,,,2.32,SMAST Pond,,,,,,,0.42,SMAST Pond,13.01,SMAST Pond,35.64,SMAST Pond,41.15,,38.86,,,,13.7,SMAST Pond,6.51,SMAST Pond,,,,,,,,,,,6.91,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/14/11 0:00,10,,,,,,,,0.25,SMAST Pond,14.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,0.5,,11.2,SMAST Pond,2,SMAST Pond,3.65,SMAST Pond,8.2,SMAST Pond,23.7,SMAST Pond,0.65,SMAST Pond,20.13,SMAST Pond,15.9,SMAST Pond,47.44,,37.4,,41.34,,10.3,SMAST Pond,6.84,SMAST Pond,,,,,,,,,,,1.3,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,1,,,,,,,,8.27,SMAST Pond,23.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,2,,,,,,,,8.34,SMAST Pond,23.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,3,,,,1.99,SMAST Pond,,,8.25,SMAST Pond,23,SMAST Pond,0.45,SMAST Pond,13.94,SMAST Pond,20.9,SMAST Pond,42.14,,37.35,,,,9.2,SMAST Pond,6.94,SMAST Pond,,,,,,,,,,,1.73,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,4,,,,,,,,8.26,SMAST Pond,22.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,5,,,,,,,,8.09,SMAST Pond,22.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,6,,,,,,,,7.08,SMAST Pond,22.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,7,,,,,,,,4.23,SMAST Pond,21.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,8,,,,,,,,0.42,SMAST Pond,16.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,9,,,,19.46,SMAST Pond,,,0.34,SMAST Pond,14.8,SMAST Pond,1.4,SMAST Pond,43.36,SMAST Pond,30,SMAST Pond,58.51,,59.72,,,,14.5,SMAST Pond,6.35,SMAST Pond,,,,,,,,,,,0.03,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,10,,,,,,,,0.22,SMAST Pond,13,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/12/12 0:00,10.2,,,,0.03,SMAST Pond,,,,,,,1.24,SMAST Pond,38.41,SMAST Pond,38.9,SMAST Pond,56.76,,-5.59,,,,18.3,SMAST Pond,6.34,SMAST Pond,,,,,,,,,,,43.45,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,0.5,,12.15,SMAST Pond,2.26,SMAST Pond,7.68,SMAST Pond,8.6,SMAST Pond,22.6,SMAST Pond,0.21,SMAST Pond,6.5,SMAST Pond,31.76,SMAST Pond,31.14,,38.6,,30.62,,9.5,SMAST Pond,6.9,SMAST Pond,,,,,,,,,,,0.87,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,1,,,,,,,,8.63,SMAST Pond,22.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,2,,,,,,,,8.66,SMAST Pond,22.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,3,,,,2.32,SMAST Pond,,,8.61,SMAST Pond,22,SMAST Pond,0.74,SMAST Pond,22.92,SMAST Pond,33.29,SMAST Pond,49.31,,38.86,,,,10.3,SMAST Pond,7,SMAST Pond,,,,,,,,,,,0.87,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,4,,,,,,,,8.6,SMAST Pond,21.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,5,,,,,,,,8.56,SMAST Pond,21.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,6,,,,,,,,8.35,SMAST Pond,21.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,6.5,,,,,,,,2.03,SMAST Pond,20.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,7,,,,,,,,0.6,SMAST Pond,18.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,8,,,,,,,,0.39,SMAST Pond,15,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,9,,,,0.03,SMAST Pond,,,0.35,SMAST Pond,13.9,SMAST Pond,0.37,SMAST Pond,11.46,SMAST Pond,37.47,SMAST Pond,39.32,,-5.59,,,,12.7,SMAST Pond,6.3,SMAST Pond,,,,,,,,,,,31.45,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,10,,,,,,,,0.32,SMAST Pond,11.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,11,,,,0.03,SMAST Pond,,,0.3,SMAST Pond,10.7,SMAST Pond,2.37,SMAST Pond,73.41,SMAST Pond,80.04,SMAST Pond,66.1,,-5.59,,,,22.4,SMAST Pond,6.6,SMAST Pond,,,,,,,,,,,44.37,SMAST Pond,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/13 0:00,12,,,,,,,,0.2,SMAST Pond,10.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,0.5,,11.8,SMAST - Unflagged,1.7,SMAST - Unflagged,5.2,SMAST - Unflagged,8.77,SMAST - Unflagged,22.4,SMAST - Unflagged,0.48,SMAST - Unflagged,,,29.8,SMAST - Unflagged,,,,,,,17.2,SMAST - Unflagged,6.86,SMAST - Unflagged,,,,,,,,,,,3.76,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,1,,,,n.m. 0.00,SMAST - Unflagged,,,8.65,SMAST - Unflagged,22.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,2,,,,n.m. 0.00,SMAST - Unflagged,,,8.73,SMAST - Unflagged,22.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,3,,,,0.03,SMAST - Unflagged,,,8.63,SMAST - Unflagged,22.3,SMAST - Unflagged,0.48,SMAST - Unflagged,,,30.41,SMAST - Unflagged,,,,,,,17.2,SMAST - Unflagged,6.85,SMAST - Unflagged,,,,,,,,,,,23.76,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,4,,,,n.m. 0.00,SMAST - Unflagged,,,8.58,SMAST - Unflagged,22.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,5,,,,n.m. 0.00,SMAST - Unflagged,,,8.13,SMAST - Unflagged,22,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,6,,,,n.m. 0.00,SMAST - Unflagged,,,3.4,SMAST - Unflagged,15.8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,7,,,,n.m. 0.00,SMAST - Unflagged,,,0.58,SMAST - Unflagged,13.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,7.5,,,,n.m. 0.00,SMAST - Unflagged,,,0.52,SMAST - Unflagged,11.7,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,9,,,,1.37,SMAST - Unflagged,,,,,ND 0.00,SMAST - Unflagged,1.03,SMAST - Unflagged,,,46.89,SMAST - Unflagged,,,,,,,24.7,SMAST - Unflagged,6.29,SMAST - Unflagged,,,,,,,,,,,5.91,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 0:00,10.8,,,,0.03,SMAST - Unflagged,,,,,ND 0.00,SMAST - Unflagged,1.34,SMAST - Unflagged,,,86.94,SMAST - Unflagged,,,,,,,44.2,SMAST - Unflagged,6.55,SMAST - Unflagged,,,,,,,,,,,88.06,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,0.5,,11.3,SMAST - Unflagged,1.7,SMAST - Unflagged,4.96,SMAST - Unflagged,8.77,SMAST - Unflagged,22.4,SMAST - Unflagged,0.5,SMAST - Unflagged,15.49,SMAST - Unflagged,,,43.66,,35.81,,36.92,,17.2,SMAST - Unflagged,6.86,SMAST - Unflagged,,,,,,,,,,,3.76,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,1,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,8.65,SMAST - Unflagged,22.4,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,2,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,8.75,SMAST - Unflagged,22.4,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,3,,11.3,SMAST - Unflagged,0.03,SMAST - Unflagged,4.96,SMAST - Unflagged,8.63,SMAST - Unflagged,22.5,SMAST - Unflagged,0.5,SMAST - Unflagged,15.49,SMAST - Unflagged,,,,,-3.8,,36.92,,17.2,SMAST - Unflagged,6.85,SMAST - Unflagged,,,,,,,,,,,23.76,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,4,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,8.58,SMAST - Unflagged,22.3,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,5,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,8.13,SMAST - Unflagged,22,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,6,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,3.4,SMAST - Unflagged,15.8,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,7,,11.3,SMAST - Unflagged,,,4.96,SMAST - Unflagged,0.58,SMAST - Unflagged,13.4,SMAST - Unflagged,,,,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/18 10:25,7.5,,11.3,SMAST - Unflagged,1.37,SMAST - Unflagged,4.96,SMAST - Unflagged,0.52,SMAST - Unflagged,12.7,SMAST - Unflagged,1,SMAST - Unflagged,30.97,SMAST - Unflagged,,,,,33.69,,36.92,,24.7,SMAST - Unflagged,6.29,SMAST - Unflagged,,,,,,,,,,,5.91,SMAST - Unflagged,,,,,,,,,,,,,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/19 0:00,0.5,,11.5,SMAST - Unflagged,2.92,SMAST - Unflagged,3.6,SMAST - Unflagged,7.87,SMAST - Unflagged,22.1,SMAST - Unflagged,0.44,SMAST - Unflagged,,,24.2,SMAST - Unflagged,,,,,,,18.2,SMAST - Unflagged,6.54,SMAST - Unflagged,,,,,,,,,,,1.06,SMAST - Unflagged,3,SMAST - Unflagged,,,,,,,,,3.99,SMAST - Unflagged,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/19 0:00,1,,,,n.m. 0.00,SMAST - Unflagged,,,7.8,SMAST - Unflagged,22.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/19 0:00,2,,,,n.m. 0.00,SMAST - Unflagged,,,7.78,SMAST - Unflagged,22.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/19 0:00,3,,,,2.49,SMAST - Unflagged,,,7.85,SMAST - Unflagged,22.1,SMAST - Unflagged,0.58,SMAST - Unflagged,,,24.2,SMAST - Unflagged,,,,,,,18.3,SMAST - Unflagged,6.58,SMAST - Unflagged,,,,,,,,,,,1.18,SMAST - Unflagged,,,,,,,,,,,3.68,SMAST - Unflagged,,
Shubael Pond / BA-664-01,BA-664-01,-1.689226976,Shubael Pond,Pond and Lake Stewards,9/11/19 0:00,4,,,,n.m. 0.00,SMAST - Unflagged,,,7.78,SMAST - Unflagged,22,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,
